id,category,ro,en,meaning,compact_token,frequency_rank,source_rank,token_length,source,notes
d2000_2865,school/university words,rețele de calculatoare,computer networks,rețele de calculatoare / computer networks,mn,2865,2865,2,curated_school_4000,
d2000_2866,school/university words,inginerie software,software engineering,inginerie software / software engineering,mp,2866,2866,2,curated_school_4000,
d2000_2867,school/university words,inteligență artificială,artificial intelligence,inteligență artificială / artificial intelligence,mq,2867,2867,2,curated_school_4000,
d2000_2868,school/university words,învățare automată,machine learning,învățare automată / machine learning,mr,2868,2868,2,curated_school_4000,
d2000_2869,school/university words,etică academică,academic ethics,etică academică / academic ethics,ms,2869,2869,2,curated_school_4000,
d2000_2870,school/university words,plagiat,plagiarism,plagiat / plagiarism,mt,2870,2870,2,curated_school_4000,
d2000_2871,school/university words,recenzie academică,academic review,recenzie academică / academic review,mv,2871,2871,2,curated_school_4000,
d2000_2872,programming/software terms,tip de date,data type,tip de date / data type,mw,2872,2872,2,curated_programming_4000,
d2000_2873,programming/software terms,expresie,expression,expresie / expression,mx,2873,2873,2,curated_programming_4000,
d2000_2874,programming/software terms,instrucțiune,statement,instrucțiune / statement,mz,2874,2874,2,curated_programming_4000,
d2000_2875,programming/software terms,buclă,loop,buclă / loop,m!,2875,2875,2,curated_programming_4000,
d2000_2876,programming/software terms,condiție,condition,condiție / condition,m#,2876,2876,2,curated_programming_4000,
d2000_2877,programming/software terms,apel de funcție,function call,apel de funcție / function call,m$,2877,2877,2,curated_programming_4000,
d2000_2878,programming/software terms,parametru,parameter,parametru / parameter,m%,2878,2878,2,curated_programming_4000,
d2000_2879,programming/software terms,valoare returnată,return value,valoare returnată / return value,m&,2879,2879,2,curated_programming_4000,
d2000_2880,programming/software terms,stivă de apeluri,call stack,stivă de apeluri / call stack,m*,2880,2880,2,curated_programming_4000,
d2000_2881,programming/software terms,heap,heap,heap / heap,m+,2881,2881,2,curated_programming_4000,
d2000_2882,programming/software terms,pointer,pointer,pointer / pointer,m.,2882,2882,2,curated_programming_4000,
d2000_2883,programming/software terms,referință,reference,referință / reference,m/,2883,2883,2,curated_programming_4000,
d2000_2884,programming/software terms,interfață api,api interface,interfață api / api interface,m:,2884,2884,2,curated_programming_4000,
d2000_2885,programming/software terms,endpoint api,api endpoint,endpoint api / api endpoint,m;,2885,2885,2,curated_programming_4000,
d2000_2886,programming/software terms,serializare,serialization,serializare / serialization,m=,2886,2886,2,curated_programming_4000,
d2000_2887,programming/software terms,deserializare,deserialization,deserializare / deserialization,m?,2887,2887,2,curated_programming_4000,
d2000_2888,programming/software terms,parser,parser,parser / parser,m@,2888,2888,2,curated_programming_4000,
d2000_2889,programming/software terms,compilator,compiler,compilator / compiler,m^,2889,2889,2,curated_programming_4000,
d2000_2890,programming/software terms,interpretor,interpreter,interpretor / interpreter,m_,2890,2890,2,curated_programming_4000,
d2000_2891,programming/software terms,runtime,runtime,runtime / runtime,m~,2891,2891,2,curated_programming_4000,
d2000_2892,programming/software terms,thread pool,thread pool,thread pool / thread pool,n0,2892,2892,2,curated_programming_4000,
d2000_2893,programming/software terms,blocare,lock,blocare / lock,n1,2893,2893,2,curated_programming_4000,
d2000_2894,programming/software terms,semafor,semaphore,semafor / semaphore,n2,2894,2894,2,curated_programming_4000,
d2000_2895,programming/software terms,tranzacție,transaction,tranzacție / transaction,n3,2895,2895,2,curated_programming_4000,
d2000_2896,programming/software terms,migrare,migration,migrare / migration,n4,2896,2896,2,curated_programming_4000,
d2000_2897,programming/software terms,indexare,indexing,indexare / indexing,n5,2897,2897,2,curated_programming_4000,
d2000_2898,programming/software terms,interogare,query,interogare / query,n6,2898,2898,2,curated_programming_4000,
d2000_2899,programming/software terms,schemă json,json schema,schemă json / json schema,n7,2899,2899,2,curated_programming_4000,
d2000_2900,programming/software terms,test unitar,unit test,test unitar / unit test,n8,2900,2900,2,curated_programming_4000,
d2000_2901,programming/software terms,test de integrare,integration test,test de integrare / integration test,n9,2901,2901,2,curated_programming_4000,
d2000_2902,programming/software terms,test end-to-end,end to end test,test end-to-end / end to end test,nB,2902,2902,2,curated_programming_4000,
d2000_2903,programming/software terms,acoperire de test,test coverage,acoperire de test / test coverage,nC,2903,2903,2,curated_programming_4000,
d2000_2904,programming/software terms,stub,stub,stub / stub,nD,2904,2904,2,curated_programming_4000,
d2000_2905,programming/software terms,mock,mock,mock / mock,nF,2905,2905,2,curated_programming_4000,
d2000_2906,programming/software terms,fixture,fixture,fixture / fixture,nG,2906,2906,2,curated_programming_4000,
d2000_2907,programming/software terms,lint,lint,lint / lint,nH,2907,2907,2,curated_programming_4000,
d2000_2908,programming/software terms,formatter,formatter,formatter / formatter,nJ,2908,2908,2,curated_programming_4000,
d2000_2909,programming/software terms,refactorizare,refactor,refactorizare / refactor,nK,2909,2909,2,curated_programming_4000,
d2000_2910,programming/software terms,regresie,regression,regresie / regression,nL,2910,2910,2,curated_programming_4000,
d2000_2911,programming/software terms,ramură principală,main branch,ramură principală / main branch,nM,2911,2911,2,curated_programming_4000,
d2000_2912,programming/software terms,etichetă git,git tag,etichetă git / git tag,nN,2912,2912,2,curated_programming_4000,
d2000_2913,programming/software terms,conflict de merge,merge conflict,conflict de merge / merge conflict,nP,2913,2913,2,curated_programming_4000,
d2000_2914,programming/software terms,pipeline ci,ci pipeline,pipeline ci / ci pipeline,nQ,2914,2914,2,curated_programming_4000,
d2000_2915,programming/software terms,artefact build,build artifact,artefact build / build artifact,nR,2915,2915,2,curated_programming_4000,
d2000_2916,programming/software terms,variabilă de mediu,environment variable,variabilă de mediu / environment variable,nS,2916,2916,2,curated_programming_4000,
d2000_2917,programming/software terms,secret,secret,secret / secret,nT,2917,2917,2,curated_programming_4000,
d2000_2918,programming/software terms,containerizare,containerization,containerizare / containerization,nV,2918,2918,2,curated_programming_4000,
d2000_2919,programming/software terms,orchestrare,orchestration,orchestrare / orchestration,nW,2919,2919,2,curated_programming_4000,
d2000_2920,programming/software terms,observabilitate,observability,observabilitate / observability,nX,2920,2920,2,curated_programming_4000,
d2000_2921,programming/software terms,telemetrie,telemetry,telemetrie / telemetry,nY,2921,2921,2,curated_programming_4000,
d2000_2922,programming/software terms,trasare,tracing,trasare / tracing,nZ,2922,2922,2,curated_programming_4000,
d2000_2923,programming/software terms,metrici de sistem,system metrics,metrici de sistem / system metrics,nb,2923,2923,2,curated_programming_4000,
d2000_2924,programming/software terms,alertă,alert,alertă / alert,nc,2924,2924,2,curated_programming_4000,
d2000_2925,programming/software terms,incident,incident,incident / incident,nd,2925,2925,2,curated_programming_4000,
d2000_2926,AI/LLM terms,model lingvistic mare,large language model,model lingvistic mare / large language model,nf,2926,2926,2,curated_ai_4000,
d2000_2927,AI/LLM terms,fereastră de context,context window,fereastră de context / context window,ng,2927,2927,2,curated_ai_4000,
d2000_2928,AI/LLM terms,tokenizare,tokenization,tokenizare / tokenization,nh,2928,2928,2,curated_ai_4000,
d2000_2929,AI/LLM terms,token de intrare,input token,token de intrare / input token,nj,2929,2929,2,curated_ai_4000,
d2000_2930,AI/LLM terms,token de ieșire,output token,token de ieșire / output token,nk,2930,2930,2,curated_ai_4000,
d2000_2931,AI/LLM terms,prompt de sistem,system prompt,prompt de sistem / system prompt,nl,2931,2931,2,curated_ai_4000,
d2000_2932,AI/LLM terms,prompt de utilizator,user prompt,prompt de utilizator / user prompt,nm,2932,2932,2,curated_ai_4000,
d2000_2933,AI/LLM terms,mesaj asistent,assistant message,mesaj asistent / assistant message,nn,2933,2933,2,curated_ai_4000,
d2000_2934,AI/LLM terms,raționament,reasoning,raționament / reasoning,np,2934,2934,2,curated_ai_4000,
d2000_2935,AI/LLM terms,temperatură model,model temperature,temperatură model / model temperature,nq,2935,2935,2,curated_ai_4000,
d2000_2936,AI/LLM terms,top p,top p,top p / top p,nr,2936,2936,2,curated_ai_4000,
d2000_2937,AI/LLM terms,eșantionare,sampling,eșantionare / sampling,ns,2937,2937,2,curated_ai_4000,
d2000_2938,AI/LLM terms,halucinație,hallucination,halucinație / hallucination,nt,2938,2938,2,curated_ai_4000,
d2000_2939,AI/LLM terms,ancorare,grounding,ancorare / grounding,nv,2939,2939,2,curated_ai_4000,
d2000_2940,AI/LLM terms,recuperare de informații,retrieval,recuperare de informații / retrieval,nw,2940,2940,2,curated_ai_4000,
d2000_2941,AI/LLM terms,rag,retrieval augmented generation,rag / retrieval augmented generation,nx,2941,2941,2,curated_ai_4000,
d2000_2942,AI/LLM terms,embedding,embedding,embedding / embedding,ny,2942,2942,2,curated_ai_4000,
d2000_2943,AI/LLM terms,spațiu vectorial,vector space,spațiu vectorial / vector space,nz,2943,2943,2,curated_ai_4000,
d2000_2944,AI/LLM terms,bază vectorială,vector database,bază vectorială / vector database,n!,2944,2944,2,curated_ai_4000,
d2000_2945,AI/LLM terms,similaritate cosinus,cosine similarity,similaritate cosinus / cosine similarity,n#,2945,2945,2,curated_ai_4000,
d2000_2946,AI/LLM terms,reranker,reranker,reranker / reranker,n$,2946,2946,2,curated_ai_4000,
d2000_2947,AI/LLM terms,clasificator,classifier,clasificator / classifier,n%,2947,2947,2,curated_ai_4000,
d2000_2948,AI/LLM terms,etichetare automată,automatic labeling,etichetare automată / automatic labeling,n&,2948,2948,2,curated_ai_4000,
d2000_2949,AI/LLM terms,rezumat automat,automatic summary,rezumat automat / automatic summary,n*,2949,2949,2,curated_ai_4000,
d2000_2950,AI/LLM terms,agent autonom,autonomous agent,agent autonom / autonomous agent,n+,2950,2950,2,curated_ai_4000,
d2000_2951,AI/LLM terms,planificator,planner,planificator / planner,n.,2951,2951,2,curated_ai_4000,
d2000_2952,AI/LLM terms,apel de instrument,tool call,apel de instrument / tool call,n/,2952,2952,2,curated_ai_4000,
d2000_2953,AI/LLM terms,schemă de instrument,tool schema,schemă de instrument / tool schema,n:,2953,2953,2,curated_ai_4000,
d2000_2954,AI/LLM terms,ieșire structurată,structured output,ieșire structurată / structured output,n;,2954,2954,2,curated_ai_4000,
d2000_2955,AI/LLM terms,evaluare model,model evaluation,evaluare model / model evaluation,n=,2955,2955,2,curated_ai_4000,
d2000_2956,AI/LLM terms,set de evaluare,evaluation set,set de evaluare / evaluation set,n?,2956,2956,2,curated_ai_4000,
d2000_2957,AI/LLM terms,scor de calitate,quality score,scor de calitate / quality score,n@,2957,2957,2,curated_ai_4000,
d2000_2958,AI/LLM terms,alucinație detectată,detected hallucination,alucinație detectată / detected hallucination,n^,2958,2958,2,curated_ai_4000,
d2000_2959,AI/LLM terms,politică de siguranță,safety policy,politică de siguranță / safety policy,n_,2959,2959,2,curated_ai_4000,
d2000_2960,AI/LLM terms,filtru de conținut,content filter,filtru de conținut / content filter,n~,2960,2960,2,curated_ai_4000,
d2000_2961,AI/LLM terms,aliniere,alignment,aliniere / alignment,p0,2961,2961,2,curated_ai_4000,
d2000_2962,AI/LLM terms,reglaj fin,fine tuning,reglaj fin / fine tuning,p1,2962,2962,2,curated_ai_4000,
d2000_2963,AI/LLM terms,distilare,distillation,distilare / distillation,p2,2963,2963,2,curated_ai_4000,
d2000_2964,AI/LLM terms,inferență,inference,inferență / inference,p3,2964,2964,2,curated_ai_4000,
d2000_2965,AI/LLM terms,latență de inferență,inference latency,latență de inferență / inference latency,p4,2965,2965,2,curated_ai_4000,
d2000_2966,AI/LLM terms,cost pe token,cost per token,cost pe token / cost per token,p5,2966,2966,2,curated_ai_4000,
d2000_2967,AI/LLM terms,memorie de conversație,conversation memory,memorie de conversație / conversation memory,p6,2967,2967,2,curated_ai_4000,
d2000_2968,AI/LLM terms,lanț de prompturi,prompt chain,lanț de prompturi / prompt chain,p7,2968,2968,2,curated_ai_4000,
